start_id,end_id,relationship_type,direction
DOID:10652,3481,associates,both
DOID:10652,3356,associates,both
DOID:10652,10947,downregulates,both
DOID:10652,79746,upregulates,both
DOID:10652,904,upregulates,both
DOID:10652,27087,downregulates,both
DOID:10652,9507,associates,both
DOID:10652,1400,downregulates,both
DOID:10652,9350,downregulates,both
DOID:10652,7040,associates,both
DOID:10652,9267,upregulates,both
DOID:10652,1191,associates,both
DOID:10652,51226,upregulates,both
DOID:10652,1191,upregulates,both
DOID:10652,6647,associates,both
DOID:10652,114,upregulates,both
DOID:10652,1802,downregulates,both
DOID:10652,D013494,presents,both
DOID:10652,1198,upregulates,both
DOID:10652,51279,upregulates,both
DOID:10652,1022,downregulates,both
DOID:10652,253982,downregulates,both
DOID:10652,UBERON:0001579,localizes,both
DOID:10652,23576,downregulates,both
DOID:10652,539,downregulates,both
DOID:10652,10675,downregulates,both
DOID:10652,5819,associates,both
DOID:10652,1662,downregulates,both
DOID:10652,D053202,presents,both
DOID:10652,9946,downregulates,both
DOID:10652,55722,downregulates,both
DOID:10652,10752,downregulates,both
DOID:10652,2004,upregulates,both
DOID:10652,898,downregulates,both
DOID:10652,2147,associates,both
DOID:10652,3075,associates,both
DOID:10652,622,downregulates,both
DOID:10652,1778,downregulates,both
DOID:10652,327,downregulates,both
DOID:10652,25841,upregulates,both
DOID:10652,91298,downregulates,both
DOID:10652,5664,associates,both
DOID:10652,1558,downregulates,both
DOID:10652,51027,downregulates,both
DOID:10652,5530,associates,both
DOID:10652,8309,upregulates,both
DOID:10652,4311,associates,both
DOID:10652,498,associates,both
DOID:10652,22900,upregulates,both
DOID:10652,10390,upregulates,both
DOID:10652,1345,downregulates,both
DOID:10652,11200,upregulates,both
DOID:10652,10658,upregulates,both
DOID:10652,777,upregulates,both
DOID:10652,2180,upregulates,both
DOID:10652,4852,associates,both
DOID:10652,10257,upregulates,both
DOID:10652,3552,associates,both
DOID:10652,D001037,presents,both
DOID:10652,D003693,presents,both
DOID:10652,7124,associates,both
DOID:10652,1288,upregulates,both
DOID:10652,55835,upregulates,both
DOID:10652,D019954,presents,both
DOID:10652,23385,associates,both
DOID:10652,1408,downregulates,both
DOID:10652,23435,associates,both
DOID:10652,79665,upregulates,both
DOID:10652,1389,upregulates,both
DOID:10652,375,downregulates,both
DOID:10652,9509,associates,both
DOID:10652,10452,associates,both
DOID:10652,6285,associates,both
DOID:10652,6648,associates,both
DOID:10652,247,upregulates,both
DOID:10652,26052,downregulates,both
DOID:10652,2,associates,both
DOID:10652,5176,associates,both
DOID:10652,967,upregulates,both
DOID:10652,28,downregulates,both
DOID:10652,109,upregulates,both
